delta,N,N_source,L_case,L,N_need,purity_p,p_source,success_s,s_source,capacity_c,c_source,A_reachable_arrivals_per_night_cp95_lo,binding,spectra_S,P60_hours_H,wrong_routine_commitments_W,cost_slots,rubin_on_sky_nights,missed_rare_penalty
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,13973,6986.5,1118,13973,3106,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,13973,6986.5,1118,13973,1747,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,13973,6986.5,1118,13973,1747,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,13973,6986.5,1118,13973,1398,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,13973,6986.5,1118,13973,1398,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,14863,7431.5,1040,14863,3303,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,14863,7431.5,1040,14863,3303,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,14863,7431.5,1040,14863,1858,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,14863,7431.5,1040,14863,1858,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,14863,7431.5,1040,14863,1487,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,14863,7431.5,1040,14863,1487,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,13823,6911.5,968,13823,3072,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,13823,6911.5,968,13823,3072,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,13823,6911.5,968,13823,1728,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,13823,6911.5,968,13823,1728,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,13823,6911.5,968,13823,1383,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,13823,6911.5,968,13823,1383,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,14459,7229.5,636,14459,3214,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,14459,7229.5,636,14459,3214,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,14459,7229.5,636,14459,1808,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,14459,7229.5,636,14459,1808,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,14459,7229.5,636,14459,1446,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,14459,7229.5,636,14459,1446,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,13447,6723.5,592,13447,2989,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,13447,6723.5,592,13447,2989,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,13447,6723.5,592,13447,1681,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,13447,6723.5,592,13447,1681,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,13447,6723.5,592,13447,1345,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,13447,6723.5,592,13447,1345,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,14295,7147.5,472,14295,3177,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,14295,7147.5,472,14295,3177,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,14295,7147.5,472,14295,1787,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,14295,7147.5,472,14295,1787,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,14295,7147.5,472,14295,1430,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,14295,7147.5,472,14295,1430,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,13294,6647.0,439,13294,2955,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,13294,6647.0,439,13294,2955,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,13294,6647.0,439,13294,1662,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,13294,6647.0,439,13294,1662,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,13294,6647.0,439,13294,1330,+100 slots per missed rare event (M UNDEMONSTRATED)
0.018,12855,frozen PROCEED (max N_min),L=T1 measured non-bot cohort labels,0,12855,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,13294,6647.0,439,13294,1330,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,84,42.0,16,84,19,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,84,42.0,16,84,19,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,84,42.0,16,84,11,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,84,42.0,16,84,11,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,84,42.0,16,84,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,84,42.0,16,84,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,78,39.0,15,78,18,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,78,39.0,15,78,18,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,78,39.0,15,78,10,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,78,39.0,15,78,10,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,78,39.0,15,78,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,78,39.0,15,78,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,81,40.5,13,81,18,+100 slots per missed rare event (M UNDEMONSTRATED)
