delta,delta_status,N,L_case,N_need,purity_p,success_s,capacity_c,spectra_S,P60_hours,wrong_routine_commitments,cost_slots,missed_rare_penalty,p60_usable_nights_needed,spectra_per_month_first,p60_nights_per_month_first,rubin_on_sky_nights_per_month_first,return_month_R,months_after_R,completion_month,months_aggregate_Ubar,binding_first_month
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,4.5,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),409,94.5,21.0,20.0,2027-04,21,2028-12,21.75,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,4.5,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),409,103.5,23.0,20.7,2027-05,22,2029-02,21.75,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,4.5,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),409,113.6,25.2,20.0,2027-06,23,2029-04,21.75,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,4.5,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),409,115.9,25.7,20.7,2027-07,23,2029-05,21.75,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,4.5,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),409,104.6,23.2,20.7,2027-08,23,2029-06,21.75,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,4.5,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),409,101.2,22.5,20.0,2027-09,23,2029-07,21.75,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,166.0,20.8,20.7,2026-10,13,2027-10,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,148.0,18.5,20.0,2026-11,13,2027-11,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,98.0,12.2,20.7,2026-12,13,2027-12,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,84.0,10.5,20.7,2027-01,13,2028-01,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,105.2,13.2,18.7,2027-02,13,2028-02,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,74.0,9.2,20.7,2027-03,13,2028-03,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,168.0,21.0,20.0,2027-04,13,2028-04,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,184.0,23.0,20.7,2027-05,13,2028-05,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,202.0,25.2,20.0,2027-06,13,2028-06,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,206.0,25.7,20.7,2027-07,13,2028-07,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,186.0,23.2,20.7,2027-08,13,2028-08,12.33,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,8,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),232,180.0,22.5,20.0,2027-09,13,2028-09,12.33,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,166.0,20.8,20.7,2026-10,13,2027-10,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,148.0,18.5,20.0,2026-11,13,2027-11,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,98.0,12.2,20.7,2026-12,13,2027-12,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,84.0,10.5,20.7,2027-01,13,2028-01,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,105.2,13.2,18.7,2027-02,13,2028-02,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,74.0,9.2,20.7,2027-03,13,2028-03,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,168.0,21.0,20.0,2027-04,13,2028-04,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,184.0,23.0,20.7,2027-05,13,2028-05,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,202.0,25.2,20.0,2027-06,13,2028-06,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,206.0,25.7,20.7,2027-07,13,2028-07,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,186.0,23.2,20.7,2027-08,13,2028-08,12.24,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,8,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),230,180.0,22.5,20.0,2027-09,13,2028-09,12.24,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,207.5,20.8,20.7,2026-10,11,2027-08,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,185.0,18.5,20.0,2026-11,11,2027-09,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,122.5,12.2,20.7,2026-12,10,2027-09,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,105.0,10.5,20.7,2027-01,10,2027-10,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,131.6,13.2,18.7,2027-02,10,2027-11,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,92.5,9.2,20.7,2027-03,9,2027-11,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,210.0,21.0,20.0,2027-04,9,2027-12,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,230.0,23.0,20.7,2027-05,10,2028-02,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,252.5,25.2,20.0,2027-06,11,2028-04,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,257.5,25.7,20.7,2027-07,11,2028-05,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,232.5,23.2,20.7,2027-08,11,2028-06,9.87,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,0.93,10,1853,926.5,61,1853,+100 slots per missed rare event (M UNDEMONSTRATED),186,225.0,22.5,20.0,2027-09,11,2028-07,9.87,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,207.5,20.8,20.7,2026-10,11,2027-08,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,185.0,18.5,20.0,2026-11,11,2027-09,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,122.5,12.2,20.7,2026-12,10,2027-09,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,105.0,10.5,20.7,2027-01,10,2027-10,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,131.6,13.2,18.7,2027-02,9,2027-10,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,92.5,9.2,20.7,2027-03,9,2027-11,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,210.0,21.0,20.0,2027-04,9,2027-12,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,230.0,23.0,20.7,2027-05,10,2028-02,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,252.5,25.2,20.0,2027-06,11,2028-04,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,257.5,25.7,20.7,2027-07,11,2028-05,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,232.5,23.2,20.7,2027-08,11,2028-06,9.79,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,0.93,10,1839,919.5,61,1839,+100 slots per missed rare event (M UNDEMONSTRATED),184,225.0,22.5,20.0,2027-09,11,2028-07,9.79,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,93.4,20.8,20.7,2026-10,22,2028-07,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,83.3,18.5,20.0,2026-11,21,2028-07,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,55.1,12.2,20.7,2026-12,21,2028-08,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,47.3,10.5,20.7,2027-01,21,2028-09,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,59.2,13.2,18.7,2027-02,20,2028-09,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,41.6,9.2,20.7,2027-03,20,2028-10,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,94.5,21.0,20.0,2027-04,19,2028-10,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,103.5,23.0,20.7,2027-05,19,2028-11,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,113.6,25.2,20.0,2027-06,20,2029-01,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,115.9,25.7,20.7,2027-07,22,2029-04,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,104.6,23.2,20.7,2027-08,22,2029-05,20.39,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,4.5,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),383,101.2,22.5,20.0,2027-09,22,2029-06,20.39,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,93.4,20.8,20.7,2026-10,22,2028-07,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,83.3,18.5,20.0,2026-11,21,2028-07,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,55.1,12.2,20.7,2026-12,21,2028-08,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,47.3,10.5,20.7,2027-01,21,2028-09,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,59.2,13.2,18.7,2027-02,20,2028-09,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,41.6,9.2,20.7,2027-03,20,2028-10,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,94.5,21.0,20.0,2027-04,19,2028-10,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,103.5,23.0,20.7,2027-05,19,2028-11,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,113.6,25.2,20.0,2027-06,20,2029-01,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,115.9,25.7,20.7,2027-07,21,2029-03,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,104.6,23.2,20.7,2027-08,22,2029-05,20.23,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,4.5,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),380,101.2,22.5,20.0,2027-09,22,2029-06,20.23,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,166.0,20.8,20.7,2026-10,12,2027-09,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,148.0,18.5,20.0,2026-11,12,2027-10,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,98.0,12.2,20.7,2026-12,12,2027-11,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,84.0,10.5,20.7,2027-01,12,2027-12,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,105.2,13.2,18.7,2027-02,12,2028-01,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,74.0,9.2,20.7,2027-03,12,2028-02,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,168.0,21.0,20.0,2027-04,11,2028-02,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,184.0,23.0,20.7,2027-05,12,2028-04,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,202.0,25.2,20.0,2027-06,12,2028-05,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,206.0,25.7,20.7,2027-07,12,2028-06,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,186.0,23.2,20.7,2027-08,12,2028-07,11.47,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,8,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),216,180.0,22.5,20.0,2027-09,12,2028-08,11.47,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,166.0,20.8,20.7,2026-10,12,2027-09,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,148.0,18.5,20.0,2026-11,12,2027-10,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,98.0,12.2,20.7,2026-12,12,2027-11,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,84.0,10.5,20.7,2027-01,12,2027-12,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,105.2,13.2,18.7,2027-02,11,2027-12,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,74.0,9.2,20.7,2027-03,12,2028-02,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,168.0,21.0,20.0,2027-04,11,2028-02,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,184.0,23.0,20.7,2027-05,12,2028-04,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,202.0,25.2,20.0,2027-06,12,2028-05,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,206.0,25.7,20.7,2027-07,12,2028-06,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,186.0,23.2,20.7,2027-08,12,2028-07,11.38,capacity
0.05,ratified,1666,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",1653,0.967,1.0,8,1710,855.0,57,1710,+100 slots per missed rare event (M UNDEMONSTRATED),214,180.0,22.5,20.0,2027-09,12,2028-08,11.38,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,10,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),173,207.5,20.8,20.7,2026-10,10,2027-07,9.18,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,10,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),173,185.0,18.5,20.0,2026-11,10,2027-08,9.18,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,10,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),173,122.5,12.2,20.7,2026-12,10,2027-09,9.18,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,10,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),173,105.0,10.5,20.7,2027-01,9,2027-09,9.18,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,10,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),173,131.6,13.2,18.7,2027-02,9,2027-10,9.18,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,10,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),173,92.5,9.2,20.7,2027-03,9,2027-11,9.18,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,10,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),173,210.0,21.0,20.0,2027-04,8,2027-11,9.18,capacity
0.05,ratified,1666,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),1666,0.967,1.0,10,1723,861.5,57,1723,+100 slots per missed rare event (M UNDEMONSTRATED),173,230.0,23.0,20.7,2027-05,9,2028-01,9.18,capacity
